Contacted?,Result?,County,School,Entity Type,Website,Phone,Phone Extension,Email,Administrator Name,Administrator Phone,Administrator Phone Ext.,PTO Contact Name,PTO Contact Number,PTO Contact Email,Notes
FALSE,,Los Angeles,Bassett Street Elementary,Elementary Schools (Public),bassettstes.lausd.org,(818) 782-1340,No Data,cjc4667@lausd.net,Carl Christoff,No Data,No Data,,,,
FALSE,,Los Angeles,Beachy Avenue Elementary,Elementary Schools (Public),http://beachyavees.lausd.org,(818) 899-0241,No Data,axn8086@lausd.net,Adriana Arriaga,No Data,No Data,,,,
FALSE,,Los Angeles,Beckford Charter for Enriched Studies,Elementary Schools (Public),http://beckfordcharter.lausd.org,(818) 360-1924,No Data,eidy.hemmati@lausd.net,Eidy Hemmati,No Data,No Data,,,,
FALSE,,Los Angeles,Beethoven Street Elementary,Elementary Schools (Public),beethovenschool.org,(310) 398-6286,No Data,caf9202@lausd.net,Cara Fields,No Data,No Data,,,,
FALSE,,Los Angeles,"Bell Hooks, Academy of Faithful Scholars",High Schools (Private),No Data,(323) 868-8702,No Data,faith.hicks.aofscholars@gmail.com,Shedra Rucker,No Data,No Data,,,,
FALSE,,Los Angeles,Bell Senior High,High Schools (Public),bellhs.org,(323) 832-4700,No Data,fbarraga@lausd.net,Felipe Barragan,No Data,No Data,,,,
FALSE,,Los Angeles,Bellingham Elementary,Elementary Schools (Public),www.bellinghames.org,(818) 759-0119,No Data,yvonne.hoyos@lausd.net,Yvonne Hoyos,No Data,No Data,,,,
FALSE,,Los Angeles,Belmont Senior High,High Schools (Public),http://belmonthighschool.org,(213) 241-4300,No Data,mss0819@lausd.net,Marcos Solorzano,No Data,No Data,,,,
FALSE,,Los Angeles,Belvedere Elementary,Elementary Schools (Public),http://belvederees.lausd.org,(323) 269-0345,No Data,vxb9912@lausd.net,Vahe Boujekian,No Data,No Data,,,,
FALSE,,Los Angeles,Belvedere Middle,Intermediate/Middle Schools (Public),http://belvederems.lausd.org,(323) 266-5400,No Data,elsa.mendoza@lausd.net,Elsa Mendoza,No Data,No Data,,,,
FALSE,,Los Angeles,Benjamin Banneker Career and Transition Center,Special Education Schools (Public),bannekerctc.lausd.org,(310) 324-6668,No Data,david.eaton@lausd.net,David Eaton,No Data,No Data,,,,
FALSE,,Los Angeles,Benjamin Franklin Senior High,K-12 Schools (Public),www.franklinhs.org,(323) 550-2000,No Data,mxd0693@lausd.net,Marine Davtyan,No Data,No Data,,,,
FALSE,,Los Angeles,Berendo Middle,Intermediate/Middle Schools (Public),berendoms.info,(213) 739-5600,No Data,say0263@lausd.net,Anthony Yom,No Data,No Data,,,,
FALSE,,Los Angeles,Berenece Carlson Home Hospital,K-12 Schools (Public),http://carlson.lausd.org,(818) 509-8759,No Data,jxr0047@lausd.net,Jacqueline Robnett,No Data,No Data,,,,
FALSE,,Los Angeles,Berkeley Hall School,Elementary School (Private),www.berkeleyhall.org,(310) 476-6421,No Data,cfo@berkeleyhall.org,Sarah Colmaire,No Data,No Data,,,,
FALSE,,Los Angeles,Bert Corona Charter,Intermediate/Middle Schools (Public),http://bccs.ypics.org/,(818) 834-5805,No Data,mrmgarcia@coronacharter.org,Max Garcia,No Data,No Data,,,,
FALSE,,Los Angeles,Bert Corona Charter High,High Schools (Public),http://bcchs.ypics.org,(818) 480-6810,No Data,ykingberg@ypics.org,Ruben Duenas,No Data,No Data,,,,
FALSE,,Los Angeles,Bertrand Avenue Elementary,Elementary Schools (Public),http://bertrandavees.lausd.org,(818) 342-1103,No Data,sophia.mendoza@lausd.net,Sophia Mendoza,No Data,No Data,,,,
FALSE,,Los Angeles,Beth Hillel Day,Elementary School (Private),www.tbhla.com,(818) 761-6983,No Data,kjensen@tbhla.org,Claudine Douglas,No Data,No Data,,,,
FALSE,,Los Angeles,Bethel Baptist Christian School,K-12 Schools (Private),http://bethelavengers.com,(310) 522-4450,No Data,jerry.white@bethelcarson.com,Steve Labins,No Data,No Data,,,,
FALSE,,Los Angeles,Betty Plasencia Elementary,Elementary Schools (Public),http://bettyplasenciaes.lausd.org,(213) 250-7450,No Data,gyr0237@lausd.net,Gema Linares Guardado,No Data,No Data,,,,
FALSE,,Los Angeles,Beverly Hills RC School,Kindergartens (Private),www.cufce.org,(323) 469-6155,No Data,cufce@yahoo.com,Betty Amorsolo,No Data,No Data,,,,
FALSE,,Los Angeles,Birdielee V. Bright Elementary,Elementary Schools (Public),http://birdieleees.lausd.org,(323) 733-1178,No Data,angela.killens@lausd.net,Angela Killens,No Data,No Data,,,,
FALSE,,Los Angeles,Birmingham Community Charter High,High Schools (Public),http://birminghamcharter.com,(818) 758-5200,No Data,a.bennett@birminghamcharter.com,Ari Bennett,No Data,No Data,,,,
FALSE,,Los Angeles,Bishop Alemany High School,High Schools (Private),www.alemany.org,(818) 365-3925,No Data,nps@cde.ca.gov,Karina Momary,No Data,No Data,,,,
FALSE,,Los Angeles,Bishop Conaty–Our Lady of Loretto High School,High Schools (Private),www.bishopconatyloretto.org,(323) 737-0012,No Data,nps@cde.ca.gov,Robyn Carroll,No Data,No Data,,,,
FALSE,,Los Angeles,Bishop Mora Salesian High School,High Schools (Private),www.mustangsla.org,(323) 261-7124,No Data,mjohnson@mustangsla.org,Alex Chacon,No Data,No Data,,,,
FALSE,,Los Angeles,Blythe Street Elementary,Elementary Schools (Public),blythestes.lausd.org,(818) 345-4066,No Data,ejg1350@lausd.net,Ernestina Gandera,No Data,No Data,,,,
FALSE,,Los Angeles,Bonita Street Elementary,Elementary Schools (Public),bonitastes.lausd.org,(310) 834-8588,No Data,keri.porter@lausd.net,Keri Porter,No Data,No Data,,,,
FALSE,,Los Angeles,Bowen Family Childcare,Elementary School (Private),No Data,(310) 658-3684,No Data,nps@cde.ca.gov,Icylin Bowen,No Data,No Data,,,,
FALSE,,Los Angeles,Boyle Heights Continuation,Continuation High Schools,http://boyleheightschs.lausd.org,(323) 264-8070,No Data,allan.maciel@lausd.net,Allan Maciel,No Data,No Data,,,,
FALSE,,Los Angeles,Boys Academic Leadership Academy,K-12 Schools (Public),boysleadershipacad.lausd.org,(323) 820-6231,No Data,gilberto.samuel@lausd.net,Gilberto Samuel,No Data,No Data,,,,
FALSE,,Los Angeles,Braddock Drive Elementary,Elementary Schools (Public),braddockes.lausd.org,(310) 391-6707,No Data,eal9260@lausd.net,Eva Lopez,No Data,No Data,,,,
FALSE,,Los Angeles,Brainard Elementary,Elementary Schools (Public),brainardes.org/,(818) 899-5241,No Data,jmh6276@lausd.net,Jennifer Haws,No Data,No Data,,,,
FALSE,,Los Angeles,Brawerman Elementary East,Elementary School (Private),www.brawerman.org,(213) 835-2170,No Data,ejacobs@brawerman.org,Danielle Sebring,No Data,No Data,,,,
FALSE,,Los Angeles,Brawerman Elementary School West of Wilshire Blvd Temple,Elementary School (Private),www.brawerman.org,(424) 208-8934,No Data,nzysman@brawerman.org,Nadine Zysman,No Data,No Data,,,,
FALSE,,Los Angeles,Breed Street Elementary,Elementary Schools (Public),http://breedstes.lausd.org,(323) 269-4343,No Data,eduardo.zuniga-ponce@lausd.net,Eduardo Zuniga-Ponce,No Data,No Data,,,,
FALSE,,Los Angeles,Brentwood School,K-12 Schools (Private),www.bwscampus.com,(310) 873-1051,No Data,registrar@bwscampus.com,Susanne McNeil Eng,No Data,No Data,,,,
FALSE,,Los Angeles,Brentwood Science,Alternative Schools of Choice,brentwoodsm.lausd.org,(310) 826-5631,No Data,rvb5770@lausd.net,Reginald Brunson,No Data,No Data,,,,
FALSE,,Los Angeles,Bret Harte Preparatory Middle,Intermediate/Middle Schools (Public),harteprepms.lausd.org,(323) 242-5400,No Data,magan.mitchell@lausd.net,Magan Mitchell,No Data,No Data,,,,
FALSE,,Los Angeles,Bridge Academy,K-12 Schools (Private),No Data,(401) 300-0263,No Data,registrar@bridgeacademy.us,Leah McDermott,No Data,No Data,,,,
FALSE,,Los Angeles,Bridge Street Elementary,Elementary Schools (Public),bridgestes.lausd.org,(323) 222-0165,No Data,mdela1@lausd.net,Maria De La Torre,No Data,No Data,,,,
FALSE,,Los Angeles,Bridgeport,K-12 Schools (Private),www.thehelpgroup.org,(818) 781-0360,No Data,ebrewer@thehelpgroup.org,Sue Anne Kaples,No Data,No Data,,,,
FALSE,,Los Angeles,Bridgeport West School,K-12 Schools (Private),www.thehelpgroup.org,(310) 751-1100,No Data,nps@cde.ca.gov,Claudia Lujan,No Data,No Data,,,,
FALSE,,Los Angeles,Bridges Academy,K-12 Schools (Private),www.bridges.edu,(818) 506-1091,No Data,mark.long@bridges.edu,Mark Long,No Data,No Data,,,,
FALSE,,Los Angeles,"Bright Scholars Christian Academy, Inc.",Elementary School (Private),www.brightscholarschristianacademy.com,(323) 615-0071,No Data,nps@cde.ca.gov,Camellia Wofford-Thompson,No Data,No Data,,,,
FALSE,,Los Angeles,Briskin Elementary School of Temple Israel of Hollywood,Elementary School (Private),https://www.briskinelementary.org/,(323) 876-8330,No Data,ds@tioh.org,Hannah Bennett,No Data,No Data,,,,
FALSE,,Los Angeles,Broad Avenue Elementary,Elementary Schools (Public),http://broadavees.lausd.org,(310) 835-3118,No Data,rkc5580@lausd.net,Ryan Cowan,No Data,No Data,,,,
FALSE,,Los Angeles,Broadacres Avenue Elementary Visual & Performing Arts Magnet,Elementary Schools (Public),http://broadacresavees.lausd.org,(310) 537-1980,No Data,aboyce@lausd.net,Allison Boyce,No Data,No Data,,,,
FALSE,,Los Angeles,Broadway Elementary,Elementary Schools (Public),http://broadwayes.lausd.org,(310) 392-4944,No Data,cjimenez@lausd.net,Celia Jimenez Sosa,No Data,No Data,,,,
FALSE,,Los Angeles,Brockton Avenue Elementary,Elementary Schools (Public),brocktonavees.lausd.org,(310) 479-6090,No Data,cizaguir@lausd.net,Cecilia Izaguirre,No Data,No Data,,,,
FALSE,,Los Angeles,Brooklyn Avenue,Elementary Schools (Public),brooklynes.lausd.org,(323) 269-8161,No Data,mam8628@lausd.net,Marissa Martinez,No Data,No Data,,,,
FALSE,,Los Angeles,Bryson Avenue Elementary,Elementary Schools (Public),http://brysonavees.lausd.org,(323) 569-7141,No Data,exm7508@lausd.net,Elizabeth Martinez,No Data,No Data,,,,
FALSE,,Los Angeles,Buchanan Street Elementary,Elementary Schools (Public),http://buchananstes.lausd.org,(323) 255-7118,No Data,yac4233@lausd.net,Young Choy,No Data,No Data,,,,
FALSE,,Los Angeles,"Buckley School, The",K-12 Schools (Private),www.buckley.org,(818) 783-1610,No Data,lturchan@buckley.org,Elizabeth Turchan,No Data,No Data,,,,
FALSE,,Los Angeles,Buckner Educational Christian Academy,Elementary School (Private),No Data,(323) 789-6154,No Data,koosh01@hotmail.com,Kay Brown,No Data,No Data,,,,
FALSE,,Los Angeles,Budlong Avenue Elementary,Elementary Schools (Public),http://budlongavees.lausd.org,(323) 750-6955,No Data,tdh4207@lausd.net,Tammi Howard,No Data,No Data,,,,
FALSE,,Los Angeles,Burbank Boulevard Elementary,Elementary Schools (Public),burbankblvdes.lausd.org,(818) 763-6497,No Data,cindy.gutierrez@lausd.net,Cindy Gutierrez,No Data,No Data,,,,
FALSE,,Los Angeles,Burton Street Elementary,Elementary Schools (Public),burtonstes.lausd.org,(818) 908-1287,No Data,jxr4023@lausd.net,Jorge Rios,No Data,No Data,,,,
FALSE,,Los Angeles,Bushnell Way Elementary,Elementary Schools (Public),bushnellwayes.lausd.org,(323) 255-6511,No Data,lnarvaez@lausd.net,Liliana Narvaez,No Data,No Data,,,,
FALSE,,Los Angeles,C. and E. Merdinian Armenian Evangelical School,Elementary School (Private),merdinianschool.org,(818) 907-8149,No Data,ltashchian@merdinianschool.org,Arpi Avanesian,No Data,No Data,,,,
FALSE,,Los Angeles,Cabrillo Avenue Elementary,Elementary Schools (Public),http://cabrilloavees.lausd.org,(310) 832-6446,No Data,suzanne.rodriguez2@lausd.net,Suzanne Rodriguez,No Data,No Data,,,,
FALSE,,Los Angeles,Cahuenga Elementary,Elementary Schools (Public),http://cahuengaes.com,(213) 386-6303,No Data,jyoon@lausd.net,Julie Yoon,No Data,No Data,,,,
FALSE,,Los Angeles,Cal Burke High,Continuation High Schools,http://calburkehs.lausd.org,(818) 781-7665,No Data,trebor.jacquez@lausd.net,Trebor Jacquez,No Data,No Data,,,,
FALSE,,Los Angeles,Calabash Charter Academy,Elementary Schools (Public),calabashacad.lausd.org,(818) 224-4430,No Data,michael.devera@lausd.net,Esther Gillis,No Data,No Data,,,,
FALSE,,Los Angeles,Calahan Street Elementary,Elementary Schools (Public),calahanstes.lausd.org,(818) 886-4612,No Data,michelle.wells@lausd.net,Michelle Wells,No Data,No Data,,,,
FALSE,,Los Angeles,California Creative Learning Academy,Elementary Schools (Public),https://calcreative.org,(323) 539-2810,No Data,linda@calcreative.org,Linda Lee,No Data,No Data,,,,
FALSE,,Los Angeles,California Creative Learning Academy MS,Intermediate/Middle Schools (Public),https://calcreative.org,(323) 539-2810,No Data,linda@losfelizarts.org,Linda Lee,No Data,No Data,,,,
FALSE,,Los Angeles,California University FCE,Kindergartens (Private),https://californiauniversity.edu.pe,(213) 388-3650,No Data,cauniversity@cufce.org,LUIS AMORSOLO,No Data,No Data,,,,
FALSE,,Los Angeles,Calvary Christian School,Elementary School (Private),www.calvarychristian.org,(310) 573-0082,No Data,nps@cde.ca.gov,Vincent Downey,No Data,No Data,,,,
FALSE,,Los Angeles,Calvert Charter for Enriched Studies,Elementary Schools (Public),calvertes.lausd.org,(818) 347-2681,No Data,christine.esto@lausd.net,David Esquenazi,No Data,No Data,,,,
FALSE,,Los Angeles,Camellia Avenue Elementary,Elementary Schools (Public),http://camelliaavees.lausd.org,(818) 765-5255,No Data,lxs6901@lausd.net,Leticia Sanchez,No Data,No Data,,,,
FALSE,,Los Angeles,Camino Nuevo Charter Academy,Elementary Schools (Public),www.caminonuevo.org/apps/pages/index.jsp?urec_id=3531021&type=d&prec_id=2397841&tota11y=true,(213) 413-4245,No Data,juliana.santos@caminonuevo.org,Juliana Santos,No Data,No Data,,,,
FALSE,,Los Angeles,Camino Nuevo Charter Academy #2,Elementary Schools (Public),www.caminonuevo.org/apps/pages/index.jsp?urec_id=3531021&type=d&prec_id=2410414&tota11y=true,(213) 736-5542,No Data,maria.duarte@caminonuevo.org,Maria Duarte,No Data,No Data,,,,
FALSE,,Los Angeles,Camino Nuevo Charter Academy #4,Elementary Schools (Public),www.caminonuevo.org/apps/pages/index.jsp?urec_id=3531021&type=d&prec_id=2410415&tota11y=true,(213) 353-5300,No Data,shannon.leonard@caminonuevo.org,Shannon Leonard,No Data,No Data,,,,
FALSE,,Los Angeles,Camino Nuevo Elementary #3,Elementary Schools (Public),www.caminonuevo.org/apps/pages/index.jsp?urec_id=3531021&type=d&prec_id=2408848&tota11y=true,(323) 730-7160,No Data,suzette.torres@caminonuevo.org,Suzette Torres,No Data,No Data,,,,
FALSE,,Los Angeles,Camino Nuevo High #2,High Schools (Public),www.caminonuevo.org/apps/pages/index.jsp?urec_id=3531021&type=d&prec_id=2410417&tota11y=true,(213) 736-5566,No Data,lawrence.boone@caminonuevo.org,Lawrence Boone,No Data,No Data,,,,
FALSE,,Los Angeles,Campbell Hall (Episcopal),K-12 Schools (Private),www.campbellhall.org,(818) 980-7280,No Data,weiw@campbellhall.org,Wallace Wei,No Data,No Data,,,,
FALSE,,Los Angeles,Canfield Avenue Elementary,Elementary Schools (Public),canfieldavees.lausd.org,(310) 552-2525,No Data,tgullatt@lausd.net,Tamara Gullatt,No Data,No Data,,,,
FALSE,,Los Angeles,Canoga Park Elementary,Elementary Schools (Public),canogaparkes.lausd.org,(818) 340-3591,No Data,sxq8260@lausd.net,Sandra Quintanilla,No Data,No Data,,,,
FALSE,,Los Angeles,Canoga Park Middle,Intermediate/Middle Schools (Public),www.explorerslausd.org,(818) 702-1200,No Data,lwill3@lausd.net,Lisa Hamilton,No Data,No Data,,,,
FALSE,,Los Angeles,Canoga Park Senior High,High Schools (Public),http://canogaparkhs.lausd.org,(818) 673-1300,No Data,ncalles@lausd.net,Nidia Castro,No Data,No Data,,,,
FALSE,,Los Angeles,Cantara Street Elementary,Elementary Schools (Public),cantarastes.lausd.org,(818) 342-5191,No Data,mkarakid@lausd.net,Meline Karabedian,No Data,No Data,,,,
FALSE,,Los Angeles,Canterbury Avenue Elementary,Elementary Schools (Public),http://canterburyavees.lausd.org,(818) 892-1104,No Data,sxl2090@lausd.net,Silvia Lopez,No Data,No Data,,,,
FALSE,,Los Angeles,Canyon Charter Elementary,Elementary Schools (Public),canyoncharter.com,(310) 454-7510,No Data,alex.zamora@lausd.net,Nicole Sheard,No Data,No Data,,,,
FALSE,,Los Angeles,Capistrano Avenue Elementary,Elementary Schools (Public),capicougars.org,(818) 883-8981,No Data,sonja.cao-garcia@lausd.net,Sonja Cao Garcia,No Data,No Data,,,,
FALSE,,Los Angeles,Carlos Santana Arts Academy,Elementary Schools (Public),carlossantanaes.lausd.org,(818) 920-4060,No Data,barbara.avilez@lausd.net,Barbara Avilez,No Data,No Data,,,,
FALSE,,Los Angeles,Caroldale Learning Community,Elementary Schools (Public),http://caroldalelc.lausd.org,(310) 320-8570,No Data,smr0406@lausd.net,Shane Riddle,No Data,No Data,,,,
FALSE,,Los Angeles,Carousel,K-12 Schools (Private),www.carouselschool.com,(310) 645-9222,No Data,nps@cde.ca.gov,Maria Davis,No Data,No Data,,,,
FALSE,,Los Angeles,Carpenter Community Charter,Elementary Schools (Public),carpenteres.lausd.org,(818) 761-4363,No Data,susan.kabiling@lausd.net,Joseph Martinez,No Data,No Data,,,,
FALSE,,Los Angeles,Carson Christian School,K-12 Schools (Private),carsonchristianschool.com,(310) 609-2300,No Data,ccoc238@gmail.com,Marian Alexander,No Data,No Data,,,,
FALSE,,Los Angeles,Carson Senior High,High Schools (Public),carsonhighschool.org,(310) 847-6000,No Data,dfaatai@lausd.net,Diana Faatai,No Data,No Data,,,,
FALSE,,Los Angeles,Carson Street Elementary,Elementary Schools (Public),carsonstes.lausd.org,(310) 834-4508,No Data,mleon@lausd.net,Martin Leon,No Data,No Data,,,,
FALSE,,Los Angeles,Carson-Gore Academy of Environmental Studies,Elementary Schools (Public),carsongorees.lausd.org,(323) 766-5500,No Data,mvg2139@lausd.net,Madeleine Gygli,No Data,No Data,,,,
FALSE,,Los Angeles,Carthay Elementary Of Environmental Studies Magnet,Elementary Schools (Public),carthaycenteres.lausd.org,(323) 935-8173,No Data,sharon.halljohnson@lausd.net,Sharon Hall Johnson,No Data,No Data,,,,
FALSE,,Los Angeles,Castelar Street Elementary,Elementary Schools (Public),castelarstes.lausd.org,(213) 626-3674,No Data,apl1999@lausd.net,Amy Luu,No Data,No Data,,,,
FALSE,,Los Angeles,Castle Elementary School,Elementary School (Private),https://castleinthecloudsschool.wordpress.com/,(323) 756-9191,No Data,nps@cde.ca.gov,Eung Lee,No Data,No Data,,,,
FALSE,,Los Angeles,Castle Heights Elementary,Elementary Schools (Public),www.lausd.k12.ca.us/castle_heights_el,(310) 839-4528,No Data,lwb2035@lausd.net,Linda Beck,No Data,No Data,,,,
FALSE,,Los Angeles,Castlebay Lane Charter,Elementary Schools (Public),castlebaylanecharter.com,(818) 360-1908,No Data,ruth.gamboabrooks@lausd.net,David Price,No Data,No Data,,,,
FALSE,,Los Angeles,"CATCH Prep Charter High, Inc.",High Schools (Public),http://catchhighschool.com,(323) 293-3917,No Data,bbrandon@catchhighschool.com,Noelle Taniguchi,No Data,No Data,,,,
FALSE,,Los Angeles,Cathedral Chapel Elementary,Elementary School (Private),www.cathedralchapelschool.org,(323) 938-9976,No Data,azelaya@cathedralchapel.org,Agustina Vasquez,No Data,No Data,,,,
FALSE,,Los Angeles,Cathedral High School,High Schools (Private),cathedralhighschool.org,(323) 225-2438,No Data,mgodoy@chsla.org,Arturo Lopez,No Data,No Data,,,,
FALSE,,Los Angeles,Catskill Avenue Elementary,Elementary Schools (Public),http://catskillavees.lausd.org,(310) 834-7241,No Data,hbrooks@lausd.net,Hoff Brooks,No Data,No Data,,,,
FALSE,,Los Angeles,CDS Elementary,District Community Day Schools,No Data,(213) 239-5656,No Data,mob3746@lausd.net,Maria Balderas,No Data,No Data,,,,
FALSE,,Los Angeles,CDS Secondary,District Community Day Schools,http://secondarycds.lausd.org,(213) 239-5656,No Data,mrubal2@lausd.net,Mirian Rubalcava,No Data,No Data,,,,
FALSE,,Los Angeles,Center for Advanced Learning,Elementary Schools (Public),http://centeradvancedlearning.org,(323) 232-0245,No Data,sbeltran@centeradvancedlearning.org,Stephanie Beltran,No Data,No Data,,,,
